ENSSHAT00000000001.1	ENSSHAG00000000001.1	CERCAM
ENSSHAT00000022011.1	ENSSHAG00000018488.1	ADAMTS2
ENSSHAT00000022012.1	ENSSHAG00000018488.1	ADAMTS2
ENSSHAT00000022013.1	ENSSHAG00000018489.1	RSPO3
ENSSHAT00000022014.1	ENSSHAG00000018490.1	SLC10A4
ENSSHAT00000022015.1	ENSSHAG00000018491.1	
ENSSHAT00000022016.1	ENSSHAG00000018492.1	TRPM6
ENSSHAT00000022017.1	ENSSHAG00000018493.1	
ENSSHAT00000022018.1	ENSSHAG00000018493.1	
ENSSHAT00000022019.1	ENSSHAG00000018494.1	
ENSSHAT00000022020.1	ENSSHAG00000018495.1	LARP6
ENSSHAT00000022021.1	ENSSHAG00000018496.1	
ENSSHAT00000022022.1	ENSSHAG00000018497.1	KIAA1549L
ENSSHAT00000022023.1	ENSSHAG00000018498.1	
ENSSHAT00000022024.1	ENSSHAG00000018499.1	
ENSSHAT00000022025.1	ENSSHAG00000018500.1	
ENSSHAT00000022026.1	ENSSHAG00000018501.1	KCTD21
ENSSHAT00000022027.1	ENSSHAG00000018502.1	GPRC5B
ENSSHAT00000022028.1	ENSSHAG00000018502.1	GPRC5B
ENSSHAT00000022029.1	ENSSHAG00000018502.1	GPRC5B
ENSSHAT00000022030.1	ENSSHAG00000018502.1	GPRC5B
ENSSHAT00000022031.1	ENSSHAG00000018503.1	HOOK3
ENSSHAT00000022032.1	ENSSHAG00000018503.1	HOOK3
ENSSHAT00000022033.1	ENSSHAG00000018504.1	LRRC8B
ENSSHAT00000022034.1	ENSSHAG00000018505.1	
ENSSHAT00000022035.1	ENSSHAG00000018505.1	
ENSSHAT00000022036.1	ENSSHAG00000018505.1	
ENSSHAT00000022037.1	ENSSHAG00000018506.1	SELENOT
ENSSHAT00000022038.1	ENSSHAG00000018507.1	AGPS
ENSSHAT00000022039.1	ENSSHAG00000018508.1	SNX1
ENSSHAT00000022040.1	ENSSHAG00000018509.1	CNNM2
ENSSHAT00000022041.1	ENSSHAG00000018509.1	CNNM2
ENSSHAT00000022042.1	ENSSHAG00000018510.1	SLC38A3
ENSSHAT00000022043.1	ENSSHAG00000018510.1	SLC38A3
ENSSHAT00000022044.1	ENSSHAG00000018511.1	DCK
ENSSHAT00000022045.1	ENSSHAG00000018512.1	IQCK
ENSSHAT00000022046.1	ENSSHAG00000018513.1	ZNF207
ENSSHAT00000022047.1	ENSSHAG00000018513.1	ZNF207
ENSSHAT00000022048.1	ENSSHAG00000018514.1	HTRA4
ENSSHAT00000022049.1	ENSSHAG00000018515.1	GDF5
ENSSHAT00000022050.1	ENSSHAG00000018516.1	SLC46A3
ENSSHAT00000022051.1	ENSSHAG00000018516.1	SLC46A3
ENSSHAT00000022052.1	ENSSHAG00000018517.1	MEIG1
ENSSHAT00000022053.1	ENSSHAG00000018518.1	SNRK
ENSSHAT00000022054.1	ENSSHAG00000018519.1	
ENSSHAT00000022055.1	ENSSHAG00000018520.1	CNTN4
ENSSHAT00000022056.1	ENSSHAG00000018521.1	
ENSSHAT00000022057.1	ENSSHAG00000018522.1	RAB35
ENSSHAT00000022058.1	ENSSHAG00000018523.1	TNFAIP6
ENSSHAT00000022059.1	ENSSHAG00000018524.1	FAM102A
ENSSHAT00000022060.1	ENSSHAG00000018525.1	RNF115
ENSSHAT00000022061.1	ENSSHAG00000018526.1	MGME1
ENSSHAT00000022062.1	ENSSHAG00000018526.1	MGME1
ENSSHAT00000022063.1	ENSSHAG00000018527.1	SLAIN2
ENSSHAT00000022064.1	ENSSHAG00000018528.1	
ENSSHAT00000022065.1	ENSSHAG00000018529.1	NTNG2
ENSSHAT00000022066.1	ENSSHAG00000018530.1	
ENSSHAT00000022067.1	ENSSHAG00000018531.1	TMEFF2
ENSSHAT00000022068.1	ENSSHAG00000018532.1	ATG7
ENSSHAT00000022069.1	ENSSHAG00000018533.1	THAP10
ENSSHAT00000022070.1	ENSSHAG00000018534.1	TM2D2
ENSSHAT00000022071.1	ENSSHAG00000018535.1	AZIN1
ENSSHAT00000022072.1	ENSSHAG00000018536.1	SLC1A3
ENSSHAT00000022073.1	ENSSHAG00000018537.1	
ENSSHAT00000022074.1	ENSSHAG00000018537.1	
ENSSHAT00000022075.1	ENSSHAG00000018538.1	
ENSSHAT00000022076.1	ENSSHAG00000018539.1	ADAM9
ENSSHAT00000022077.1	ENSSHAG00000018540.1	SORBS3
ENSSHAT00000022078.1	ENSSHAG00000018540.1	SORBS3
ENSSHAT00000022079.1	ENSSHAG00000018541.1	MTBP
ENSSHAT00000022080.1	ENSSHAG00000018542.1	
ENSSHAT00000022081.1	ENSSHAG00000018543.1	CEP250
ENSSHAT00000022082.1	ENSSHAG00000018544.1	SNX5
ENSSHAT00000022083.1	ENSSHAG00000018544.1	SNX5
ENSSHAT00000022084.1	ENSSHAG00000018544.1	SNX5
ENSSHAT00000022085.1	ENSSHAG00000018545.1	
ENSSHAT00000022086.1	ENSSHAG00000018546.1	
ENSSHAT00000022087.1	ENSSHAG00000018547.1	
ENSSHAT00000022088.1	ENSSHAG00000018548.1	
ENSSHAT00000022089.1	ENSSHAG00000018549.1	
ENSSHAT00000022090.1	ENSSHAG00000018550.1	
ENSSHAT00000022091.1	ENSSHAG00000018551.1	
ENSSHAT00000022092.1	ENSSHAG00000018552.1	RIF1
ENSSHAT00000022093.1	ENSSHAG00000018552.1	RIF1
ENSSHAT00000022094.1	ENSSHAG00000018553.1	ADAMTSL3
ENSSHAT00000022095.1	ENSSHAG00000018553.1	ADAMTSL3
ENSSHAT00000022096.1	ENSSHAG00000018554.1	
ENSSHAT00000022097.1	ENSSHAG00000018555.1	
ENSSHAT00000022098.1	ENSSHAG00000018556.1	GCN1
ENSSHAT00000022099.1	ENSSHAG00000018557.1	
ENSSHAT00000022100.1	ENSSHAG00000018557.1	
ENSSHAT00000022101.1	ENSSHAG00000018557.1	
ENSSHAT00000022102.1	ENSSHAG00000018558.1	SCARA3
ENSSHAT00000022103.1	ENSSHAG00000018559.1	NT5DC1
ENSSHAT00000022104.1	ENSSHAG00000018559.1	NT5DC1
ENSSHAT00000022106.1	ENSSHAG00000018561.1	OXR1
ENSSHAT00000022107.1	ENSSHAG00000018562.1	POU2F1
ENSSHAT00000022108.1	ENSSHAG00000018562.1	POU2F1
ENSSHAT00000022109.1	ENSSHAG00000018563.1	RHBDL3
ENSSHAT00000022110.1	ENSSHAG00000018563.1	RHBDL3
ENSSHAT00000022111.1	ENSSHAG00000018564.1	SNX22
ENSSHAT00000022112.1	ENSSHAG00000018565.1	POLR3C
ENSSHAT00000022113.1	ENSSHAG00000018566.1	FOXP2
ENSSHAT00000022114.1	ENSSHAG00000018566.1	FOXP2
ENSSHAT00000022115.1	ENSSHAG00000018567.1	TMEM242
ENSSHAT00000022116.1	ENSSHAG00000018568.1	
ENSSHAT00000022117.1	ENSSHAG00000018569.1	LTBP2
ENSSHAT00000022118.1	ENSSHAG00000018569.1	LTBP2
ENSSHAT00000022119.1	ENSSHAG00000018570.1	PPIB
ENSSHAT00000022120.1	ENSSHAG00000018571.1	
ENSSHAT00000022121.1	ENSSHAG00000018572.1	TMEM243
ENSSHAT00000022122.1	ENSSHAG00000018573.1	
ENSSHAT00000022123.1	ENSSHAG00000018574.1	CPNE1
ENSSHAT00000022124.1	ENSSHAG00000018575.1	
ENSSHAT00000022125.1	ENSSHAG00000018576.1	
ENSSHAT00000022126.1	ENSSHAG00000018577.1	PIAS3
ENSSHAT00000022127.1	ENSSHAG00000018578.1	FOXI1
ENSSHAT00000022128.1	ENSSHAG00000018579.1	
ENSSHAT00000022129.1	ENSSHAG00000018580.1	
ENSSHAT00000022130.1	ENSSHAG00000018581.1	CSNK1G1
ENSSHAT00000022131.1	ENSSHAG00000018582.1	GPAM
ENSSHAT00000022132.1	ENSSHAG00000018583.1	ANKRD35
ENSSHAT00000022133.1	ENSSHAG00000018584.1	
ENSSHAT00000022134.1	ENSSHAG00000018585.1	RBM12
ENSSHAT00000022135.1	ENSSHAG00000018586.1	SLIT1
ENSSHAT00000022136.1	ENSSHAG00000018587.1	DMTF1
ENSSHAT00000022137.1	ENSSHAG00000018588.1	RAI1
ENSSHAT00000022138.1	ENSSHAG00000018589.1	VSTM4
ENSSHAT00000022139.1	ENSSHAG00000018590.1	FNTA
ENSSHAT00000022140.1	ENSSHAG00000018591.1	NEB
ENSSHAT00000022141.1	ENSSHAG00000018592.1	INSIG2
ENSSHAT00000022142.1	ENSSHAG00000018592.1	INSIG2
ENSSHAT00000022143.1	ENSSHAG00000018593.1	
ENSSHAT00000022144.1	ENSSHAG00000018594.1	EPB41L2
ENSSHAT00000022145.1	ENSSHAG00000018594.1	EPB41L2
ENSSHAT00000022146.1	ENSSHAG00000018595.1	NFS1
ENSSHAT00000022147.1	ENSSHAG00000018596.1	
ENSSHAT00000022148.1	ENSSHAG00000018597.1	WEE1
ENSSHAT00000022149.1	ENSSHAG00000018598.1	
ENSSHAT00000022150.1	ENSSHAG00000018599.1	ADAM18
ENSSHAT00000022151.1	ENSSHAG00000018600.1	
ENSSHAT00000022152.1	ENSSHAG00000018601.1	CCAR2
ENSSHAT00000022153.1	ENSSHAG00000018601.1	CCAR2
ENSSHAT00000022154.1	ENSSHAG00000018602.1	
ENSSHAT00000022155.1	ENSSHAG00000018603.1	KANK4
ENSSHAT00000022156.1	ENSSHAG00000018604.1	ITGA10
ENSSHAT00000022157.1	ENSSHAG00000018605.1	
ENSSHAT00000022158.1	ENSSHAG00000018606.1	
ENSSHAT00000022159.1	ENSSHAG00000018607.1	SREBF1
ENSSHAT00000022160.1	ENSSHAG00000018608.1	RBM39
ENSSHAT00000022161.1	ENSSHAG00000018609.1	FBXO3
ENSSHAT00000022162.1	ENSSHAG00000018610.1	SETX
ENSSHAT00000022163.1	ENSSHAG00000018610.1	SETX
ENSSHAT00000022164.1	ENSSHAG00000018610.1	SETX
ENSSHAT00000022165.1	ENSSHAG00000018611.1	
ENSSHAT00000022166.1	ENSSHAG00000018612.1	
ENSSHAT00000022167.1	ENSSHAG00000018613.1	SLC25A25
ENSSHAT00000022168.1	ENSSHAG00000018614.1	BIN3
ENSSHAT00000022169.1	ENSSHAG00000018615.1	
ENSSHAT00000022170.1	ENSSHAG00000018615.1	
ENSSHAT00000022171.1	ENSSHAG00000018616.1	NT5C
ENSSHAT00000022172.1	ENSSHAG00000018617.1	
ENSSHAT00000022173.1	ENSSHAG00000018618.1	
ENSSHAT00000022174.1	ENSSHAG00000018619.1	PEX11B
ENSSHAT00000022175.1	ENSSHAG00000018620.1	
ENSSHAT00000022176.1	ENSSHAG00000018621.1	OR1D2
ENSSHAT00000022177.1	ENSSHAG00000018622.1	
ENSSHAT00000022178.1	ENSSHAG00000018623.1	TEC
ENSSHAT00000022179.1	ENSSHAG00000018624.1	
ENSSHAT00000022180.1	ENSSHAG00000018625.1	FXR1
ENSSHAT00000022181.1	ENSSHAG00000018625.1	FXR1
ENSSHAT00000022182.1	ENSSHAG00000018626.1	POMK
ENSSHAT00000022183.1	ENSSHAG00000018627.1	GNAI2
ENSSHAT00000022184.1	ENSSHAG00000018628.1	
ENSSHAT00000022185.1	ENSSHAG00000018629.1	RBM8A
ENSSHAT00000022186.1	ENSSHAG00000018630.1	ZDHHC14
ENSSHAT00000022187.1	ENSSHAG00000018631.1	OR1G1
ENSSHAT00000022188.1	ENSSHAG00000018632.1	LIX1L
ENSSHAT00000022189.1	ENSSHAG00000018633.1	RHOT1
ENSSHAT00000022190.1	ENSSHAG00000018634.1	
ENSSHAT00000022191.1	ENSSHAG00000018635.1	PTGES2
ENSSHAT00000022192.1	ENSSHAG00000018636.1	SWAP70
ENSSHAT00000022193.1	ENSSHAG00000018637.1	
ENSSHAT00000022194.1	ENSSHAG00000018638.1	
ENSSHAT00000022195.1	ENSSHAG00000018639.1	ANKRD34A
ENSSHAT00000022196.1	ENSSHAG00000018640.1	C9orf16
ENSSHAT00000022197.1	ENSSHAG00000018641.1	CHD5
ENSSHAT00000022198.1	ENSSHAG00000018642.1	
ENSSHAT00000022199.1	ENSSHAG00000018643.1	PHF20
ENSSHAT00000022200.1	ENSSHAG00000018644.1	
ENSSHAT00000022201.1	ENSSHAG00000018644.1	
ENSSHAT00000022202.1	ENSSHAG00000018645.1	
ENSSHAT00000022203.1	ENSSHAG00000018646.1	
ENSSHAT00000022204.1	ENSSHAG00000018647.1	LMO2
ENSSHAT00000022205.1	ENSSHAG00000018647.1	LMO2
ENSSHAT00000022206.1	ENSSHAG00000018648.1	PATJ
ENSSHAT00000022207.1	ENSSHAG00000018648.1	PATJ
ENSSHAT00000022208.1	ENSSHAG00000018649.1	HGSNAT
ENSSHAT00000022209.1	ENSSHAG00000018650.1	
ENSSHAT00000022210.1	ENSSHAG00000018651.1	
ENSSHAT00000022211.1	ENSSHAG00000018652.1	TTC9
ENSSHAT00000022212.1	ENSSHAG00000018652.1	TTC9
ENSSHAT00000022213.1	ENSSHAG00000018653.1	
ENSSHAT00000022214.1	ENSSHAG00000018654.1	
ENSSHAT00000022215.1	ENSSHAG00000018654.1	
ENSSHAT00000022216.1	ENSSHAG00000018655.1	TXNIP
ENSSHAT00000022217.1	ENSSHAG00000018656.1	
ENSSHAT00000022218.1	ENSSHAG00000018657.1	
ENSSHAT00000022219.1	ENSSHAG00000018658.1	SEMA3B
ENSSHAT00000022220.1	ENSSHAG00000018659.1	ABRA
ENSSHAT00000022221.1	ENSSHAG00000018660.1	CYP17A1
ENSSHAT00000022222.1	ENSSHAG00000018661.1	RNF146
ENSSHAT00000022223.1	ENSSHAG00000018662.1	
ENSSHAT00000022224.1	ENSSHAG00000018663.1	EGR3
ENSSHAT00000022225.1	ENSSHAG00000018664.1	BTAF1
ENSSHAT00000022226.1	ENSSHAG00000018664.1	BTAF1
ENSSHAT00000022227.1	ENSSHAG00000018665.1	EXOC3
ENSSHAT00000022228.1	ENSSHAG00000018666.1	ECHDC1
ENSSHAT00000022229.1	ENSSHAG00000018666.1	ECHDC1
ENSSHAT00000022230.1	ENSSHAG00000018667.1	
ENSSHAT00000022231.1	ENSSHAG00000018668.1	
ENSSHAT00000022232.1	ENSSHAG00000018669.1	
ENSSHAT00000022233.1	ENSSHAG00000018670.1	
ENSSHAT00000022234.1	ENSSHAG00000018671.1	DNAJC19
ENSSHAT00000022235.1	ENSSHAG00000018672.1	GOLIM4
ENSSHAT00000022236.1	ENSSHAG00000018672.1	GOLIM4
ENSSHAT00000022237.1	ENSSHAG00000018672.1	GOLIM4
ENSSHAT00000022238.1	ENSSHAG00000018672.1	GOLIM4
ENSSHAT00000022239.1	ENSSHAG00000018673.1	LSMEM2
ENSSHAT00000022240.1	ENSSHAG00000018674.1	IFRD2
ENSSHAT00000022241.1	ENSSHAG00000018675.1	DAPL1
ENSSHAT00000022242.1	ENSSHAG00000018676.1	HJV
ENSSHAT00000022243.1	ENSSHAG00000018677.1	
ENSSHAT00000022244.1	ENSSHAG00000018678.1	
ENSSHAT00000022245.1	ENSSHAG00000018678.1	
ENSSHAT00000022246.1	ENSSHAG00000018679.1	INTS10
ENSSHAT00000022247.1	ENSSHAG00000018680.1	
ENSSHAT00000022248.1	ENSSHAG00000018681.1	
ENSSHAT00000022249.1	ENSSHAG00000018682.1	HYAL3
ENSSHAT00000022250.1	ENSSHAG00000018683.1	KCNG1
ENSSHAT00000022251.1	ENSSHAG00000018684.1	WBP1L
ENSSHAT00000022252.1	ENSSHAG00000018685.1	
ENSSHAT00000022253.1	ENSSHAG00000018686.1	
ENSSHAT00000022255.1	ENSSHAG00000018688.1	CCDC93
ENSSHAT00000022256.1	ENSSHAG00000018688.1	CCDC93
ENSSHAT00000022257.1	ENSSHAG00000018688.1	CCDC93
ENSSHAT00000022258.1	ENSSHAG00000018689.1	
ENSSHAT00000022259.1	ENSSHAG00000018690.1	DNM1
ENSSHAT00000022260.1	ENSSHAG00000018690.1	DNM1
ENSSHAT00000022261.1	ENSSHAG00000018690.1	DNM1
ENSSHAT00000022262.1	ENSSHAG00000018691.1	
ENSSHAT00000022263.1	ENSSHAG00000018692.1	
ENSSHAT00000022264.1	ENSSHAG00000018693.1	RORB
ENSSHAT00000022265.1	ENSSHAG00000018694.1	CNEP1R1
ENSSHAT00000022266.1	ENSSHAG00000018695.1	PID1
ENSSHAT00000022267.1	ENSSHAG00000018696.1	SLC9A3
ENSSHAT00000022268.1	ENSSHAG00000018697.1	
ENSSHAT00000022269.1	ENSSHAG00000018697.1	
ENSSHAT00000022270.1	ENSSHAG00000018698.1	KCTD2
ENSSHAT00000022271.1	ENSSHAG00000018699.1	ELAPOR2
ENSSHAT00000022272.1	ENSSHAG00000018700.1	
ENSSHAT00000022273.1	ENSSHAG00000018701.1	
ENSSHAT00000022274.1	ENSSHAG00000018702.1	VGLL4
ENSSHAT00000022275.1	ENSSHAG00000018702.1	VGLL4
ENSSHAT00000022276.1	ENSSHAG00000018703.1	
ENSSHAT00000022277.1	ENSSHAG00000018703.1	
ENSSHAT00000022278.1	ENSSHAG00000018704.1	
ENSSHAT00000022279.1	ENSSHAG00000018705.1	LCP2
ENSSHAT00000022280.1	ENSSHAG00000018705.1	LCP2
ENSSHAT00000022281.1	ENSSHAG00000018706.1	
ENSSHAT00000022282.1	ENSSHAG00000018707.1	
ENSSHAT00000022283.1	ENSSHAG00000018708.1	ATP5PD
ENSSHAT00000022284.1	ENSSHAG00000018709.1	ISCA2
ENSSHAT00000022285.1	ENSSHAG00000018710.1	
ENSSHAT00000022286.1	ENSSHAG00000018711.1	
ENSSHAT00000022287.1	ENSSHAG00000018712.1	CD247
ENSSHAT00000022288.1	ENSSHAG00000018713.1	HYAL2
ENSSHAT00000022289.1	ENSSHAG00000018714.1	NPC2
ENSSHAT00000022290.1	ENSSHAG00000018715.1	RTN4R
ENSSHAT00000022291.1	ENSSHAG00000018716.1	FAM135B
ENSSHAT00000022292.1	ENSSHAG00000018716.1	FAM135B
ENSSHAT00000022293.1	ENSSHAG00000018717.1	CFAP77
ENSSHAT00000022294.1	ENSSHAG00000018717.1	CFAP77
ENSSHAT00000022295.1	ENSSHAG00000018718.1	
ENSSHAT00000022296.1	ENSSHAG00000018719.1	
ENSSHAT00000022297.1	ENSSHAG00000018720.1	TEFM
ENSSHAT00000022298.1	ENSSHAG00000018721.1	
ENSSHAT00000022299.1	ENSSHAG00000018722.1	
ENSSHAT00000022300.1	ENSSHAG00000018723.1	TUSC2
ENSSHAT00000022301.1	ENSSHAG00000018723.1	TUSC2
ENSSHAT00000022302.1	ENSSHAG00000018724.1	MRPL58
ENSSHAT00000022303.1	ENSSHAG00000018725.1	
ENSSHAT00000022304.1	ENSSHAG00000018726.1	
ENSSHAT00000022305.1	ENSSHAG00000018727.1	ATAD5
ENSSHAT00000022306.1	ENSSHAG00000018727.1	ATAD5
ENSSHAT00000022307.1	ENSSHAG00000018727.1	ATAD5
ENSSHAT00000022308.1	ENSSHAG00000018728.1	
ENSSHAT00000022309.1	ENSSHAG00000018729.1	RASSF1
ENSSHAT00000022310.1	ENSSHAG00000018730.1	VEPH1
ENSSHAT00000022311.1	ENSSHAG00000018730.1	VEPH1
ENSSHAT00000022312.1	ENSSHAG00000018731.1	
ENSSHAT00000022313.1	ENSSHAG00000018732.1	MED6
ENSSHAT00000022314.1	ENSSHAG00000018732.1	MED6
ENSSHAT00000022315.1	ENSSHAG00000018733.1	MOCS3
ENSSHAT00000022316.1	ENSSHAG00000018734.1	
ENSSHAT00000022317.1	ENSSHAG00000018735.1	SBF2
ENSSHAT00000022318.1	ENSSHAG00000018735.1	SBF2
ENSSHAT00000022319.1	ENSSHAG00000018736.1	
ENSSHAT00000022320.1	ENSSHAG00000018737.1	DPM1
ENSSHAT00000022321.1	ENSSHAG00000018738.1	ARL3
ENSSHAT00000022322.1	ENSSHAG00000018738.1	ARL3
ENSSHAT00000022323.1	ENSSHAG00000018739.1	ODF2
ENSSHAT00000022324.1	ENSSHAG00000018740.1	CDR2L
ENSSHAT00000022325.1	ENSSHAG00000018741.1	RNF207
ENSSHAT00000022326.1	ENSSHAG00000018741.1	RNF207
ENSSHAT00000022327.1	ENSSHAG00000018742.1	
ENSSHAT00000022328.1	ENSSHAG00000018743.1	FGFBP3
ENSSHAT00000022329.1	ENSSHAG00000018744.1	ZMYND10
ENSSHAT00000022330.1	ENSSHAG00000018744.1	ZMYND10
ENSSHAT00000022331.1	ENSSHAG00000018745.1	CRLF3
ENSSHAT00000022332.1	ENSSHAG00000018746.1	TENT4B
ENSSHAT00000022333.1	ENSSHAG00000018747.1	PTX3
ENSSHAT00000022334.1	ENSSHAG00000018747.1	PTX3
ENSSHAT00000022335.1	ENSSHAG00000018747.1	PTX3
ENSSHAT00000022336.1	ENSSHAG00000018748.1	
ENSSHAT00000022337.1	ENSSHAG00000018749.1	ICMT
ENSSHAT00000022338.1	ENSSHAG00000018750.1	NPRL2
ENSSHAT00000022339.1	ENSSHAG00000018750.1	NPRL2
ENSSHAT00000022340.1	ENSSHAG00000018751.1	
ENSSHAT00000022341.1	ENSSHAG00000018751.1	
ENSSHAT00000022342.1	ENSSHAG00000018752.1	GPR139
ENSSHAT00000022343.1	ENSSHAG00000018753.1	CYB561D2
ENSSHAT00000022344.1	ENSSHAG00000018754.1	RNF145
ENSSHAT00000022345.1	ENSSHAG00000018754.1	RNF145
ENSSHAT00000022346.1	ENSSHAG00000018755.1	TMEM115
ENSSHAT00000022347.1	ENSSHAG00000018756.1	PIK3AP1
ENSSHAT00000022348.1	ENSSHAG00000018757.1	KCTD3
ENSSHAT00000022349.1	ENSSHAG00000018758.1	
ENSSHAT00000022350.1	ENSSHAG00000018759.1	CACNA2D2
ENSSHAT00000022351.1	ENSSHAG00000018759.1	CACNA2D2
ENSSHAT00000022352.1	ENSSHAG00000018760.1	HID1
ENSSHAT00000022353.1	ENSSHAG00000018761.1	SUZ12
ENSSHAT00000022354.1	ENSSHAG00000018762.1	
ENSSHAT00000022355.1	ENSSHAG00000018763.1	ADNP
ENSSHAT00000022356.1	ENSSHAG00000018764.1	
ENSSHAT00000022357.1	ENSSHAG00000018765.1	
ENSSHAT00000022358.1	ENSSHAG00000018765.1	
ENSSHAT00000022359.1	ENSSHAG00000018766.1	
ENSSHAT00000022360.1	ENSSHAG00000018767.1	TNKS2
ENSSHAT00000022361.1	ENSSHAG00000018768.1	ABCG8
ENSSHAT00000022362.1	ENSSHAG00000018769.1	GLE1
ENSSHAT00000022363.1	ENSSHAG00000018770.1	
ENSSHAT00000022364.1	ENSSHAG00000018771.1	ARL5A
ENSSHAT00000022365.1	ENSSHAG00000018772.1	OTOP3
ENSSHAT00000022366.1	ENSSHAG00000018773.1	OTOP2
ENSSHAT00000022367.1	ENSSHAG00000018774.1	ADCY7
ENSSHAT00000022368.1	ENSSHAG00000018774.1	ADCY7
ENSSHAT00000022369.1	ENSSHAG00000018775.1	
ENSSHAT00000022370.1	ENSSHAG00000018776.1	
ENSSHAT00000022371.1	ENSSHAG00000018777.1	SUFU
ENSSHAT00000022372.1	ENSSHAG00000018778.1	
ENSSHAT00000022373.1	ENSSHAG00000018779.1	GPR153
ENSSHAT00000022374.1	ENSSHAG00000018779.1	GPR153
ENSSHAT00000022375.1	ENSSHAG00000018780.1	
ENSSHAT00000022376.1	ENSSHAG00000018781.1	DDX18
ENSSHAT00000022377.1	ENSSHAG00000018781.1	DDX18
ENSSHAT00000022378.1	ENSSHAG00000018782.1	TANC1
ENSSHAT00000022379.1	ENSSHAG00000018783.1	USH1G
ENSSHAT00000022380.1	ENSSHAG00000018784.1	SPTAN1
ENSSHAT00000022381.1	ENSSHAG00000018784.1	SPTAN1
ENSSHAT00000022382.1	ENSSHAG00000018785.1	ABCG5
ENSSHAT00000022383.1	ENSSHAG00000018786.1	VRTN
ENSSHAT00000022384.1	ENSSHAG00000018787.1	
ENSSHAT00000022385.1	ENSSHAG00000018788.1	
ENSSHAT00000022386.1	ENSSHAG00000018789.1	ACOT7
ENSSHAT00000022387.1	ENSSHAG00000018790.1	
ENSSHAT00000022388.1	ENSSHAG00000018791.1	
ENSSHAT00000022389.1	ENSSHAG00000018792.1	
ENSSHAT00000022390.1	ENSSHAG00000018793.1	DYNC2LI1
ENSSHAT00000022391.1	ENSSHAG00000018794.1	
ENSSHAT00000022392.1	ENSSHAG00000018795.1	DTNBP1
ENSSHAT00000022393.1	ENSSHAG00000018795.1	DTNBP1
ENSSHAT00000022394.1	ENSSHAG00000018796.1	
ENSSHAT00000022395.1	ENSSHAG00000018797.1	RCSD1
ENSSHAT00000022396.1	ENSSHAG00000018798.1	GRM3
ENSSHAT00000022397.1	ENSSHAG00000018799.1	FADS6
ENSSHAT00000022398.1	ENSSHAG00000018800.1	
ENSSHAT00000022399.1	ENSSHAG00000018801.1	BARHL1
ENSSHAT00000022400.1	ENSSHAG00000018802.1	TAMM41
ENSSHAT00000022401.1	ENSSHAG00000018802.1	TAMM41
ENSSHAT00000022402.1	ENSSHAG00000018802.1	TAMM41
ENSSHAT00000022403.1	ENSSHAG00000018803.1	WDR34
ENSSHAT00000022404.1	ENSSHAG00000018804.1	DDX31
ENSSHAT00000022405.1	ENSSHAG00000018805.1	ABCD4
ENSSHAT00000022406.1	ENSSHAG00000018806.1	
ENSSHAT00000022407.1	ENSSHAG00000018807.1	KCNMB1
ENSSHAT00000022408.1	ENSSHAG00000018808.1	PLEKHH2
ENSSHAT00000022409.1	ENSSHAG00000018809.1	SMOC1
ENSSHAT00000022411.1	ENSSHAG00000018811.1	FDXR
ENSSHAT00000022412.1	ENSSHAG00000018812.1	UBLCP1
ENSSHAT00000022413.1	ENSSHAG00000018813.1	
ENSSHAT00000022414.1	ENSSHAG00000018814.1	PARD6B
ENSSHAT00000022415.1	ENSSHAG00000018815.1	GRIN2C
ENSSHAT00000022416.1	ENSSHAG00000018816.1	CSGALNACT1
ENSSHAT00000022417.1	ENSSHAG00000018817.1	
ENSSHAT00000022418.1	ENSSHAG00000018818.1	VSX2
ENSSHAT00000022419.1	ENSSHAG00000018819.1	CCNL1
ENSSHAT00000022420.1	ENSSHAG00000018820.1	TMEM104
ENSSHAT00000022421.1	ENSSHAG00000018821.1	IL12B
ENSSHAT00000022422.1	ENSSHAG00000018822.1	DRGX
ENSSHAT00000022423.1	ENSSHAG00000018823.1	ACTR1A
ENSSHAT00000022424.1	ENSSHAG00000018824.1	PKN3
ENSSHAT00000022425.1	ENSSHAG00000018825.1	TM9SF3
ENSSHAT00000022426.1	ENSSHAG00000018826.1	MFSD13A
ENSSHAT00000022427.1	ENSSHAG00000018827.1	GTF3C4
ENSSHAT00000022428.1	ENSSHAG00000018827.1	GTF3C4
ENSSHAT00000022429.1	ENSSHAG00000018828.1	ZDHHC12
ENSSHAT00000022430.1	ENSSHAG00000018829.1	
ENSSHAT00000022431.1	ENSSHAG00000018830.1	MDFIC
ENSSHAT00000022432.1	ENSSHAG00000018831.1	ZER1
ENSSHAT00000022433.1	ENSSHAG00000018832.1	ADCY10
ENSSHAT00000022434.1	ENSSHAG00000018833.1	PPP1R3C
ENSSHAT00000022435.1	ENSSHAG00000018834.1	
ENSSHAT00000022436.1	ENSSHAG00000018835.1	ANOS1
ENSSHAT00000022437.1	ENSSHAG00000018836.1	CUEDC2
ENSSHAT00000022438.1	ENSSHAG00000018837.1	
ENSSHAT00000022439.1	ENSSHAG00000018838.1	CYP51A1
ENSSHAT00000022440.1	ENSSHAG00000018839.1	WDSUB1
ENSSHAT00000022441.1	ENSSHAG00000018840.1	NAT9
ENSSHAT00000022442.1	ENSSHAG00000018841.1	TBC1D13
ENSSHAT00000022443.1	ENSSHAG00000018842.1	SNX9
ENSSHAT00000022444.1	ENSSHAG00000018843.1	PSD
